id,essay_set,essay_weight,essay_score,Usage
4439,2,1,3,PublicTest
4440,2,1,2,PublicTest
4441,2,1,2,PublicTest
4442,2,1,1,PublicTest
4443,2,1,3,PublicTest
4444,2,1,3,PublicTest
4445,2,1,3,PublicTest
4446,2,1,3,PublicTest
4447,2,1,1,PublicTest
4448,2,1,3,PublicTest
4449,2,1,3,PublicTest
4450,2,1,0,PublicTest
4451,2,1,2,PublicTest
4452,2,1,2,PublicTest
4453,2,1,0,PublicTest
4454,2,1,2,PublicTest
4455,2,1,3,PublicTest
4456,2,1,3,PublicTest
4457,2,1,2,PublicTest
4458,2,1,0,PublicTest
4459,2,1,3,PublicTest
4460,2,1,3,PublicTest
4461,2,1,3,PublicTest
4462,2,1,2,PublicTest
4463,2,1,3,PublicTest
4464,2,1,1,PublicTest
4465,2,1,3,PublicTest
4466,2,1,2,PublicTest
4467,2,1,1,PublicTest
4468,2,1,3,PublicTest
4469,2,1,3,PublicTest
4470,2,1,0,PublicTest
4471,2,1,1,PublicTest
4472,2,1,2,PublicTest
4473,2,1,0,PublicTest
4474,2,1,1,PublicTest
4475,2,1,0,PublicTest
4476,2,1,3,PublicTest
4477,2,1,3,PublicTest
4478,2,1,1,PublicTest
4479,2,1,0,PublicTest
4480,2,1,2,PublicTest
4481,2,1,2,PublicTest
4482,2,1,3,PublicTest
4483,2,1,2,PublicTest
4484,2,1,0,PublicTest
4485,2,1,0,PublicTest
4486,2,1,0,PublicTest
4487,2,1,0,PublicTest
4488,2,1,2,PublicTest
4489,2,1,2,PublicTest
4490,2,1,2,PublicTest
4491,2,1,2,PublicTest
6809,3,1,1,PublicTest
6812,3,1,1,PublicTest
6813,3,1,1,PublicTest
6814,3,1,1,PublicTest
6815,3,1,1,PublicTest
6816,3,1,1,PublicTest
6817,3,1,2,PublicTest
6818,3,1,2,PublicTest
6820,3,1,0,PublicTest
6821,3,1,2,PublicTest
6822,3,1,1,PublicTest
6823,3,1,1,PublicTest
6824,3,1,1,PublicTest
6825,3,1,1,PublicTest
6826,3,1,1,PublicTest
6827,3,1,1,PublicTest
6829,3,1,0,PublicTest
6830,3,1,1,PublicTest
6831,3,1,0,PublicTest
6832,3,1,1,PublicTest
6833,3,1,2,PublicTest
6834,3,1,2,PublicTest
6835,3,1,1,PublicTest
6837,3,1,1,PublicTest
6839,3,1,1,PublicTest
6840,3,1,2,PublicTest
6841,3,1,1,PublicTest
6842,3,1,1,PublicTest
6844,3,1,1,PublicTest
6845,3,1,1,PublicTest
6847,3,1,2,PublicTest
6852,3,1,0,PublicTest
6854,3,1,1,PublicTest
6856,3,1,1,PublicTest
6857,3,1,1,PublicTest
6859,3,1,1,PublicTest
6861,3,1,1,PublicTest
6863,3,1,1,PublicTest
6864,3,1,1,PublicTest
6866,3,1,1,PublicTest
6869,3,1,0,PublicTest
6870,3,1,1,PublicTest
6871,3,1,2,PublicTest
6873,3,1,0,PublicTest
6875,3,1,2,PublicTest
6876,3,1,0,PublicTest
6877,3,1,1,PublicTest
6878,3,1,0,PublicTest
6880,3,1,2,PublicTest
6883,3,1,2,PublicTest
6884,3,1,1,PublicTest
6885,3,1,1,PublicTest
6886,3,1,2,PublicTest
6887,3,1,1,PublicTest
6888,3,1,1,PublicTest
6889,3,1,2,PublicTest
6890,3,1,1,PublicTest
6891,3,1,1,PublicTest
6894,3,1,0,PublicTest
6896,3,1,1,PublicTest
6897,3,1,1,PublicTest
6898,3,1,2,PublicTest
6899,3,1,1,PublicTest
6902,3,1,1,PublicTest
6903,3,1,0,PublicTest
6904,3,1,1,PublicTest
6905,3,1,0,PublicTest
6906,3,1,1,PublicTest
6908,3,1,2,PublicTest
6912,3,1,2,PublicTest
6913,3,1,1,PublicTest
6914,3,1,0,PublicTest
6915,3,1,2,PublicTest
6916,3,1,1,PublicTest
6917,3,1,1,PublicTest
6918,3,1,2,PublicTest
6919,3,1,1,PublicTest
6924,3,1,0,PublicTest
6928,3,1,1,PublicTest
6930,3,1,1,PublicTest
6932,3,1,2,PublicTest
6933,3,1,1,PublicTest
6934,3,1,2,PublicTest
6935,3,1,1,PublicTest
6936,3,1,1,PublicTest
6937,3,1,1,PublicTest
6939,3,1,1,PublicTest
6940,3,1,2,PublicTest
6941,3,1,0,PublicTest
6944,3,1,0,PublicTest
6945,3,1,2,PublicTest
6946,3,1,1,PublicTest
6947,3,1,1,PublicTest
6949,3,1,1,PublicTest
6950,3,1,1,PublicTest
6951,3,1,1,PublicTest
6953,3,1,1,PublicTest
6955,3,1,2,PublicTest
6956,3,1,2,PublicTest
6957,3,1,2,PublicTest
6958,3,1,1,PublicTest
6959,3,1,0,PublicTest
6960,3,1,2,PublicTest
6961,3,1,0,PublicTest
6962,3,1,1,PublicTest
6964,3,1,1,PublicTest
6965,3,1,2,PublicTest
6966,3,1,1,PublicTest
6968,3,1,1,PublicTest
6972,3,1,1,PublicTest
6974,3,1,1,PublicTest
6975,3,1,2,PublicTest
6976,3,1,1,PublicTest
6977,3,1,1,PublicTest
6978,3,1,1,PublicTest
6979,3,1,2,PublicTest
6980,3,1,1,PublicTest
6981,3,1,1,PublicTest
6982,3,1,0,PublicTest
6983,3,1,0,PublicTest
6984,3,1,1,PublicTest
6985,3,1,0,PublicTest
6988,3,1,0,PublicTest
6989,3,1,1,PublicTest
6991,3,1,0,PublicTest
6993,3,1,2,PublicTest
6994,3,1,1,PublicTest
6995,3,1,1,PublicTest
6996,3,1,1,PublicTest
6997,3,1,1,PublicTest
6999,3,1,0,PublicTest
7000,3,1,1,PublicTest
7002,3,1,1,PublicTest
7004,3,1,2,PublicTest
7006,3,1,1,PublicTest
7007,3,1,1,PublicTest
7008,3,1,1,PublicTest
7009,3,1,1,PublicTest
7012,3,1,0,PublicTest
7013,3,1,0,PublicTest
7015,3,1,1,PublicTest
7016,3,1,2,PublicTest
7018,3,1,1,PublicTest
7021,3,1,0,PublicTest
7025,3,1,2,PublicTest
7026,3,1,2,PublicTest
7029,3,1,1,PublicTest
7033,3,1,1,PublicTest
7037,3,1,2,PublicTest
7038,3,1,2,PublicTest
7039,3,1,0,PublicTest
7040,3,1,1,PublicTest
7041,3,1,2,PublicTest
7042,3,1,0,PublicTest
7044,3,1,2,PublicTest
7046,3,1,0,PublicTest
7047,3,1,1,PublicTest
7048,3,1,1,PublicTest
7049,3,1,2,PublicTest
7050,3,1,1,PublicTest
7051,3,1,2,PublicTest
7054,3,1,1,PublicTest
7056,3,1,2,PublicTest
7058,3,1,1,PublicTest
7062,3,1,2,PublicTest
7064,3,1,0,PublicTest
7065,3,1,1,PublicTest
7067,3,1,0,PublicTest
7068,3,1,0,PublicTest
7071,3,1,1,PublicTest
7072,3,1,2,PublicTest
7079,3,1,1,PublicTest
7080,3,1,0,PublicTest
7081,3,1,1,PublicTest
7082,3,1,1,PublicTest
7083,3,1,1,PublicTest
7084,3,1,1,PublicTest
7085,3,1,0,PublicTest
7086,3,1,1,PublicTest
7088,3,1,1,PublicTest
7089,3,1,2,PublicTest
7090,3,1,0,PublicTest
7091,3,1,1,PublicTest
7092,3,1,2,PublicTest
7095,3,1,0,PublicTest
7096,3,1,1,PublicTest
7097,3,1,0,PublicTest
7098,3,1,0,PublicTest
7102,3,1,2,PublicTest
7104,3,1,1,PublicTest
7106,3,1,2,PublicTest
7107,3,1,0,PublicTest
7108,3,1,0,PublicTest
7109,3,1,0,PublicTest
7110,3,1,1,PublicTest
7111,3,1,1,PublicTest
7113,3,1,1,PublicTest
7115,3,1,1,PublicTest
7117,3,1,1,PublicTest
7120,3,1,1,PublicTest
7121,3,1,2,PublicTest
7123,3,1,0,PublicTest
7124,3,1,0,PublicTest
7125,3,1,1,PublicTest
7127,3,1,0,PublicTest
7128,3,1,2,PublicTest
7131,3,1,1,PublicTest
7133,3,1,0,PublicTest
7134,3,1,2,PublicTest
7136,3,1,0,PublicTest
7137,3,1,2,PublicTest
7138,3,1,1,PublicTest
7141,3,1,0,PublicTest
7142,3,1,1,PublicTest
7143,3,1,1,PublicTest
7144,3,1,2,PublicTest
7145,3,1,1,PublicTest
7147,3,1,1,PublicTest
7148,3,1,2,PublicTest
7149,3,1,1,PublicTest
7150,3,1,2,PublicTest
7151,3,1,0,PublicTest
7152,3,1,1,PublicTest
7155,3,1,1,PublicTest
7156,3,1,0,PublicTest
7157,3,1,1,PublicTest
7158,3,1,1,PublicTest
7161,3,1,0,PublicTest
7162,3,1,0,PublicTest
7163,3,1,2,PublicTest
7164,3,1,1,PublicTest
7165,3,1,0,PublicTest
7166,3,1,0,PublicTest
7168,3,1,1,PublicTest
7170,3,1,1,PublicTest
7171,3,1,0,PublicTest
7172,3,1,2,PublicTest
7173,3,1,1,PublicTest
7175,3,1,0,PublicTest
7177,3,1,2,PublicTest
7179,3,1,1,PublicTest
7181,3,1,1,PublicTest
7182,3,1,0,PublicTest
7183,3,1,1,PublicTest
7184,3,1,2,PublicTest
7185,3,1,1,PublicTest
7186,3,1,1,PublicTest
7187,3,1,1,PublicTest
7189,3,1,1,PublicTest
7191,3,1,1,PublicTest
7192,3,1,1,PublicTest
7193,3,1,2,PublicTest
7194,3,1,2,PublicTest
7196,3,1,2,PublicTest
7197,3,1,2,PublicTest
7198,3,1,2,PublicTest
7200,3,1,1,PublicTest
7201,3,1,1,PublicTest
7202,3,1,0,PublicTest
7203,3,1,1,PublicTest
7204,3,1,1,PublicTest
7205,3,1,1,PublicTest
7207,3,1,1,PublicTest
7208,3,1,1,PublicTest
7209,3,1,1,PublicTest
7210,3,1,1,PublicTest
7212,3,1,1,PublicTest
7213,3,1,0,PublicTest
7214,3,1,1,PublicTest
7215,3,1,1,PublicTest
7217,3,1,0,PublicTest
7219,3,1,0,PublicTest
7220,3,1,0,PublicTest
7223,3,1,1,PublicTest
7224,3,1,1,PublicTest
7225,3,1,0,PublicTest
7230,3,1,0,PublicTest
7233,3,1,2,PublicTest
7234,3,1,1,PublicTest
7235,3,1,1,PublicTest
7238,3,1,0,PublicTest
7239,3,1,2,PublicTest
7241,3,1,2,PublicTest
7242,3,1,0,PublicTest
7243,3,1,2,PublicTest
7244,3,1,1,PublicTest
7245,3,1,0,PublicTest
7246,3,1,1,PublicTest
7247,3,1,1,PublicTest
7249,3,1,1,PublicTest
7251,3,1,1,PublicTest
7252,3,1,1,PublicTest
7254,3,1,1,PublicTest
7255,3,1,1,PublicTest
7259,3,1,1,PublicTest
7260,3,1,0,PublicTest
7263,3,1,1,PublicTest
7266,3,1,2,PublicTest
7270,3,1,0,PublicTest
7272,3,1,1,PublicTest
7275,3,1,1,PublicTest
7276,3,1,1,PublicTest
7277,3,1,1,PublicTest
7278,3,1,1,PublicTest
7279,3,1,2,PublicTest
7282,3,1,1,PublicTest
7284,3,1,0,PublicTest
7286,3,1,1,PublicTest
7287,3,1,1,PublicTest
7288,3,1,0,PublicTest
7290,3,1,1,PublicTest
7291,3,1,1,PublicTest
7292,3,1,2,PublicTest
7294,3,1,0,PublicTest
7295,3,1,2,PublicTest
7296,3,1,0,PublicTest
7297,3,1,1,PublicTest
7298,3,1,1,PublicTest
7300,3,1,1,PublicTest
7301,3,1,0,PublicTest
7302,3,1,2,PublicTest
7303,3,1,1,PublicTest
7304,3,1,1,PublicTest
7307,3,1,1,PublicTest
7312,3,1,1,PublicTest
7313,3,1,1,PublicTest
7315,3,1,0,PublicTest
7316,3,1,0,PublicTest
7317,3,1,1,PublicTest
7318,3,1,1,PublicTest
7320,3,1,1,PublicTest
7321,3,1,1,PublicTest
7322,3,1,1,PublicTest
7323,3,1,0,PublicTest
7324,3,1,0,PublicTest
7325,3,1,2,PublicTest
7328,3,1,0,PublicTest
7329,3,1,1,PublicTest
7330,3,1,1,PublicTest
7331,3,1,1,PublicTest
7332,3,1,0,PublicTest
7334,3,1,1,PublicTest
7335,3,1,1,PublicTest
7337,3,1,1,PublicTest
7338,3,1,1,PublicTest
7341,3,1,1,PublicTest
7342,3,1,0,PublicTest
7343,3,1,2,PublicTest
7344,3,1,0,PublicTest
7346,3,1,1,PublicTest
7348,3,1,1,PublicTest
7350,3,1,0,PublicTest
7351,3,1,1,PublicTest
7354,3,1,1,PublicTest
7355,3,1,1,PublicTest
7356,3,1,1,PublicTest
7359,3,1,0,PublicTest
7362,3,1,1,PublicTest
7363,3,1,0,PublicTest
7366,3,1,1,PublicTest
7368,3,1,2,PublicTest
7369,3,1,0,PublicTest
7371,3,1,1,PublicTest
7373,3,1,1,PublicTest
7375,3,1,1,PublicTest
7376,3,1,1,PublicTest
7381,3,1,1,PublicTest
7382,3,1,0,PublicTest
7384,3,1,1,PublicTest
7386,3,1,2,PublicTest
7387,3,1,2,PublicTest
7388,3,1,1,PublicTest
7389,3,1,2,PublicTest
7390,3,1,1,PublicTest
7391,3,1,1,PublicTest
7392,3,1,2,PublicTest
7393,3,1,0,PublicTest
7396,3,1,2,PublicTest
7398,3,1,1,PublicTest
7399,3,1,1,PublicTest
7400,3,1,0,PublicTest
7401,3,1,1,PublicTest
7402,3,1,1,PublicTest
7403,3,1,0,PublicTest
7407,3,1,1,PublicTest
7410,3,1,1,PublicTest
7412,3,1,2,PublicTest
7416,3,1,0,PublicTest
7417,3,1,0,PublicTest
7418,3,1,1,PublicTest
7419,3,1,0,PublicTest
7420,3,1,1,PublicTest
7421,3,1,2,PublicTest
7422,3,1,1,PublicTest
7423,3,1,1,PublicTest
7424,3,1,0,PublicTest
7426,3,1,1,PublicTest
7427,3,1,0,PublicTest
7429,3,1,2,PublicTest
7430,3,1,2,PublicTest
7431,3,1,1,PublicTest
7432,3,1,2,PublicTest
7434,3,1,1,PublicTest
7435,3,1,0,PublicTest
7437,3,1,1,PublicTest
7438,3,1,2,PublicTest
9808,4,1,1,PublicTest
9810,4,1,1,PublicTest
9812,4,1,0,PublicTest
9815,4,1,1,PublicTest
9816,4,1,1,PublicTest
9817,4,1,1,PublicTest
9818,4,1,0,PublicTest
9820,4,1,1,PublicTest
9824,4,1,0,PublicTest
9826,4,1,1,PublicTest
9829,4,1,0,PublicTest
9832,4,1,1,PublicTest
9834,4,1,1,PublicTest
9835,4,1,1,PublicTest
9837,4,1,0,PublicTest
9838,4,1,2,PublicTest
9842,4,1,1,PublicTest
9845,4,1,0,PublicTest
9848,4,1,2,PublicTest
9850,4,1,1,PublicTest
9851,4,1,1,PublicTest
9855,4,1,0,PublicTest
9856,4,1,0,PublicTest
9860,4,1,0,PublicTest
9861,4,1,1,PublicTest
9862,4,1,1,PublicTest
9864,4,1,0,PublicTest
9866,4,1,0,PublicTest
9867,4,1,0,PublicTest
9871,4,1,0,PublicTest
9872,4,1,2,PublicTest
9874,4,1,2,PublicTest
9875,4,1,1,PublicTest
9876,4,1,1,PublicTest
9879,4,1,1,PublicTest
9880,4,1,0,PublicTest
9885,4,1,1,PublicTest
9890,4,1,0,PublicTest
9892,4,1,1,PublicTest
9893,4,1,0,PublicTest
9894,4,1,0,PublicTest
9895,4,1,2,PublicTest
9896,4,1,2,PublicTest
9897,4,1,0,PublicTest
9898,4,1,1,PublicTest
9900,4,1,1,PublicTest
9903,4,1,1,PublicTest
9904,4,1,0,PublicTest
9905,4,1,1,PublicTest
9908,4,1,1,PublicTest
9911,4,1,0,PublicTest
9914,4,1,1,PublicTest
9920,4,1,1,PublicTest
9921,4,1,1,PublicTest
9924,4,1,1,PublicTest
9926,4,1,2,PublicTest
9928,4,1,0,PublicTest
9929,4,1,1,PublicTest
9930,4,1,1,PublicTest
9932,4,1,2,PublicTest
9933,4,1,0,PublicTest
9936,4,1,1,PublicTest
9938,4,1,0,PublicTest
9939,4,1,1,PublicTest
9940,4,1,0,PublicTest
9941,4,1,1,PublicTest
9943,4,1,1,PublicTest
9945,4,1,1,PublicTest
9947,4,1,1,PublicTest
9949,4,1,1,PublicTest
9950,4,1,2,PublicTest
9951,4,1,0,PublicTest
9952,4,1,1,PublicTest
9960,4,1,0,PublicTest
9961,4,1,1,PublicTest
9965,4,1,1,PublicTest
9969,4,1,1,PublicTest
9970,4,1,0,PublicTest
9972,4,1,2,PublicTest
9975,4,1,1,PublicTest
9976,4,1,1,PublicTest
9977,4,1,0,PublicTest
9980,4,1,0,PublicTest
9981,4,1,0,PublicTest
9983,4,1,0,PublicTest
9985,4,1,0,PublicTest
9987,4,1,0,PublicTest
9988,4,1,0,PublicTest
9990,4,1,1,PublicTest
9995,4,1,1,PublicTest
9996,4,1,1,PublicTest
9998,4,1,1,PublicTest
10002,4,1,0,PublicTest
10003,4,1,1,PublicTest
10004,4,1,0,PublicTest
10006,4,1,0,PublicTest
10009,4,1,1,PublicTest
10012,4,1,2,PublicTest
10013,4,1,0,PublicTest
10015,4,1,0,PublicTest
10016,4,1,1,PublicTest
10018,4,1,1,PublicTest
10019,4,1,1,PublicTest
10020,4,1,1,PublicTest
10022,4,1,0,PublicTest
10023,4,1,1,PublicTest
10026,4,1,1,PublicTest
10027,4,1,1,PublicTest
10032,4,1,0,PublicTest
10034,4,1,1,PublicTest
10035,4,1,2,PublicTest
10040,4,1,1,PublicTest
10041,4,1,1,PublicTest
10042,4,1,1,PublicTest
10044,4,1,2,PublicTest
10050,4,1,2,PublicTest
10051,4,1,1,PublicTest
10052,4,1,1,PublicTest
10055,4,1,1,PublicTest
10056,4,1,1,PublicTest
10057,4,1,0,PublicTest
10058,4,1,0,PublicTest
10059,4,1,1,PublicTest
10060,4,1,0,PublicTest
10061,4,1,1,PublicTest
10062,4,1,1,PublicTest
10064,4,1,0,PublicTest
10065,4,1,1,PublicTest
10071,4,1,1,PublicTest
10075,4,1,1,PublicTest
10077,4,1,2,PublicTest
10078,4,1,0,PublicTest
10079,4,1,1,PublicTest
10080,4,1,1,PublicTest
10082,4,1,0,PublicTest
10084,4,1,0,PublicTest
10086,4,1,0,PublicTest
10088,4,1,1,PublicTest
10089,4,1,1,PublicTest
10090,4,1,1,PublicTest
10092,4,1,1,PublicTest
10096,4,1,1,PublicTest
10098,4,1,0,PublicTest
10099,4,1,1,PublicTest
10100,4,1,1,PublicTest
10102,4,1,0,PublicTest
10103,4,1,1,PublicTest
10104,4,1,0,PublicTest
10106,4,1,0,PublicTest
10107,4,1,0,PublicTest
10110,4,1,2,PublicTest
10111,4,1,0,PublicTest
10113,4,1,0,PublicTest
10115,4,1,1,PublicTest
10116,4,1,1,PublicTest
10117,4,1,1,PublicTest
10118,4,1,1,PublicTest
10119,4,1,1,PublicTest
10120,4,1,1,PublicTest
10127,4,1,0,PublicTest
10128,4,1,1,PublicTest
10131,4,1,1,PublicTest
10133,4,1,0,PublicTest
10136,4,1,1,PublicTest
10138,4,1,0,PublicTest
10141,4,1,1,PublicTest
10143,4,1,0,PublicTest
10144,4,1,1,PublicTest
10145,4,1,1,PublicTest
10146,4,1,2,PublicTest
10147,4,1,1,PublicTest
10148,4,1,1,PublicTest
10149,4,1,1,PublicTest
10152,4,1,0,PublicTest
10153,4,1,1,PublicTest
10154,4,1,1,PublicTest
10155,4,1,0,PublicTest
10157,4,1,0,PublicTest
10158,4,1,0,PublicTest
10159,4,1,0,PublicTest
10160,4,1,0,PublicTest
10162,4,1,1,PublicTest
10164,4,1,1,PublicTest
10169,4,1,0,PublicTest
10170,4,1,1,PublicTest
10172,4,1,0,PublicTest
10174,4,1,1,PublicTest
10176,4,1,0,PublicTest
10180,4,1,0,PublicTest
10181,4,1,1,PublicTest
10183,4,1,0,PublicTest
10186,4,1,2,PublicTest
10188,4,1,0,PublicTest
10189,4,1,0,PublicTest
10191,4,1,0,PublicTest
10192,4,1,1,PublicTest
10193,4,1,1,PublicTest
10194,4,1,0,PublicTest
10196,4,1,1,PublicTest
10198,4,1,0,PublicTest
10200,4,1,1,PublicTest
10202,4,1,2,PublicTest
10204,4,1,0,PublicTest
10206,4,1,1,PublicTest
10207,4,1,0,PublicTest
10208,4,1,0,PublicTest
10214,4,1,0,PublicTest
10215,4,1,1,PublicTest
10217,4,1,1,PublicTest
10222,4,1,1,PublicTest
10224,4,1,0,PublicTest
10225,4,1,0,PublicTest
10228,4,1,2,PublicTest
10232,4,1,1,PublicTest
10239,4,1,1,PublicTest
10240,4,1,1,PublicTest
10241,4,1,0,PublicTest
10243,4,1,1,PublicTest
10246,4,1,1,PublicTest
10247,4,1,0,PublicTest
10248,4,1,1,PublicTest
10249,4,1,1,PublicTest
10250,4,1,0,PublicTest
10252,4,1,1,PublicTest
10253,4,1,1,PublicTest
10255,4,1,0,PublicTest
10256,4,1,2,PublicTest
10258,4,1,0,PublicTest
10262,4,1,0,PublicTest
10266,4,1,0,PublicTest
10267,4,1,1,PublicTest
10268,4,1,0,PublicTest
10270,4,1,0,PublicTest
10271,4,1,0,PublicTest
10272,4,1,0,PublicTest
10273,4,1,2,PublicTest
10274,4,1,2,PublicTest
10276,4,1,2,PublicTest
10278,4,1,0,PublicTest
10281,4,1,1,PublicTest
10282,4,1,0,PublicTest
10284,4,1,1,PublicTest
10285,4,1,0,PublicTest
10290,4,1,1,PublicTest
10292,4,1,2,PublicTest
10295,4,1,0,PublicTest
10297,4,1,2,PublicTest
10298,4,1,1,PublicTest
10299,4,1,0,PublicTest
10301,4,1,0,PublicTest
10303,4,1,1,PublicTest
10304,4,1,0,PublicTest
10305,4,1,1,PublicTest
10307,4,1,0,PublicTest
10308,4,1,0,PublicTest
10310,4,1,1,PublicTest
10313,4,1,1,PublicTest
10315,4,1,1,PublicTest
10318,4,1,0,PublicTest
10320,4,1,0,PublicTest
10321,4,1,1,PublicTest
10325,4,1,0,PublicTest
10332,4,1,1,PublicTest
10333,4,1,0,PublicTest
10335,4,1,0,PublicTest
10337,4,1,0,PublicTest
10338,4,1,0,PublicTest
10339,4,1,0,PublicTest
10340,4,1,1,PublicTest
10343,4,1,0,PublicTest
10344,4,1,0,PublicTest
10346,4,1,0,PublicTest
10347,4,1,2,PublicTest
10348,4,1,1,PublicTest
10349,4,1,1,PublicTest
10351,4,1,1,PublicTest
10353,4,1,1,PublicTest
10354,4,1,0,PublicTest
10355,4,1,0,PublicTest
10358,4,1,1,PublicTest
10359,4,1,2,PublicTest
10362,4,1,0,PublicTest
10364,4,1,0,PublicTest
10365,4,1,0,PublicTest
10367,4,1,0,PublicTest
10368,4,1,1,PublicTest
10370,4,1,0,PublicTest
10373,4,1,0,PublicTest
10374,4,1,1,PublicTest
10375,4,1,0,PublicTest
10376,4,1,0,PublicTest
10377,4,1,1,PublicTest
10378,4,1,2,PublicTest
10379,4,1,1,PublicTest
10384,4,1,0,PublicTest
12762,5,1,0,PublicTest
12763,5,1,1,PublicTest
12764,5,1,0,PublicTest
12765,5,1,1,PublicTest
12766,5,1,0,PublicTest
12767,5,1,0,PublicTest
12768,5,1,0,PublicTest
12769,5,1,0,PublicTest
12770,5,1,3,PublicTest
12771,5,1,2,PublicTest
12772,5,1,0,PublicTest
12773,5,1,1,PublicTest
12774,5,1,0,PublicTest
12775,5,1,1,PublicTest
12776,5,1,0,PublicTest
12777,5,1,0,PublicTest
12778,5,1,0,PublicTest
12779,5,1,0,PublicTest
12780,5,1,1,PublicTest
12781,5,1,0,PublicTest
12782,5,1,0,PublicTest
12783,5,1,2,PublicTest
12784,5,1,0,PublicTest
12785,5,1,0,PublicTest
12786,5,1,0,PublicTest
12787,5,1,0,PublicTest
12788,5,1,0,PublicTest
12789,5,1,1,PublicTest
12790,5,1,1,PublicTest
12791,5,1,0,PublicTest
12792,5,1,0,PublicTest
12793,5,1,0,PublicTest
12794,5,1,0,PublicTest
12795,5,1,0,PublicTest
12796,5,1,0,PublicTest
12797,5,1,0,PublicTest
12798,5,1,0,PublicTest
12799,5,1,1,PublicTest
12800,5,1,0,PublicTest
12801,5,1,0,PublicTest
12802,5,1,0,PublicTest
12803,5,1,1,PublicTest
12804,5,1,2,PublicTest
12805,5,1,0,PublicTest
12806,5,1,1,PublicTest
12807,5,1,0,PublicTest
12808,5,1,1,PublicTest
12809,5,1,0,PublicTest
12810,5,1,0,PublicTest
12811,5,1,0,PublicTest
12812,5,1,0,PublicTest
12813,5,1,0,PublicTest
12814,5,1,0,PublicTest
12815,5,1,0,PublicTest
12816,5,1,1,PublicTest
12817,5,1,0,PublicTest
12818,5,1,0,PublicTest
12819,5,1,0,PublicTest
12820,5,1,1,PublicTest
12821,5,1,0,PublicTest
12822,5,1,0,PublicTest
12823,5,1,0,PublicTest
12824,5,1,0,PublicTest
12825,5,1,1,PublicTest
12826,5,1,0,PublicTest
12827,5,1,0,PublicTest
12828,5,1,0,PublicTest
12829,5,1,0,PublicTest
12830,5,1,0,PublicTest
12831,5,1,1,PublicTest
12832,5,1,0,PublicTest
12833,5,1,2,PublicTest
12834,5,1,1,PublicTest
12835,5,1,1,PublicTest
12836,5,1,0,PublicTest
12837,5,1,1,PublicTest
12838,5,1,0,PublicTest
12839,5,1,1,PublicTest
12840,5,1,1,PublicTest
12841,5,1,0,PublicTest
12842,5,1,0,PublicTest
12843,5,1,0,PublicTest
12844,5,1,1,PublicTest
12845,5,1,0,PublicTest
12846,5,1,0,PublicTest
12847,5,1,0,PublicTest
12848,5,1,1,PublicTest
12849,5,1,0,PublicTest
12850,5,1,0,PublicTest
12851,5,1,0,PublicTest
12852,5,1,0,PublicTest
12853,5,1,0,PublicTest
12854,5,1,1,PublicTest
12855,5,1,0,PublicTest
12856,5,1,1,PublicTest
12857,5,1,0,PublicTest
12858,5,1,0,PublicTest
12859,5,1,0,PublicTest
12860,5,1,0,PublicTest
12861,5,1,0,PublicTest
12862,5,1,0,PublicTest
12863,5,1,0,PublicTest
12864,5,1,0,PublicTest
12865,5,1,0,PublicTest
12866,5,1,0,PublicTest
12867,5,1,0,PublicTest
12868,5,1,1,PublicTest
12869,5,1,0,PublicTest
12870,5,1,2,PublicTest
12871,5,1,0,PublicTest
12872,5,1,1,PublicTest
12873,5,1,0,PublicTest
12874,5,1,0,PublicTest
12875,5,1,0,PublicTest
12876,5,1,0,PublicTest
12877,5,1,0,PublicTest
12878,5,1,0,PublicTest
12879,5,1,0,PublicTest
12880,5,1,1,PublicTest
12881,5,1,0,PublicTest
12882,5,1,0,PublicTest
12883,5,1,0,PublicTest
12884,5,1,0,PublicTest
12885,5,1,0,PublicTest
12886,5,1,0,PublicTest
12887,5,1,1,PublicTest
12888,5,1,1,PublicTest
12889,5,1,1,PublicTest
12890,5,1,2,PublicTest
12891,5,1,0,PublicTest
12892,5,1,0,PublicTest
12893,5,1,0,PublicTest
12894,5,1,0,PublicTest
12895,5,1,3,PublicTest
12896,5,1,1,PublicTest
12897,5,1,0,PublicTest
12898,5,1,0,PublicTest
12899,5,1,0,PublicTest
12900,5,1,0,PublicTest
12901,5,1,0,PublicTest
12902,5,1,0,PublicTest
12903,5,1,1,PublicTest
12904,5,1,0,PublicTest
12905,5,1,0,PublicTest
12906,5,1,3,PublicTest
12907,5,1,0,PublicTest
12908,5,1,1,PublicTest
12909,5,1,3,PublicTest
12910,5,1,0,PublicTest
12911,5,1,3,PublicTest
12912,5,1,0,PublicTest
12913,5,1,1,PublicTest
12914,5,1,0,PublicTest
12915,5,1,0,PublicTest
12916,5,1,0,PublicTest
12917,5,1,0,PublicTest
12918,5,1,0,PublicTest
12919,5,1,0,PublicTest
12920,5,1,0,PublicTest
12921,5,1,0,PublicTest
12922,5,1,2,PublicTest
12923,5,1,0,PublicTest
12924,5,1,1,PublicTest
12925,5,1,0,PublicTest
12926,5,1,0,PublicTest
12927,5,1,1,PublicTest
12928,5,1,0,PublicTest
12929,5,1,0,PublicTest
12930,5,1,0,PublicTest
12931,5,1,0,PublicTest
12932,5,1,0,PublicTest
12933,5,1,1,PublicTest
12934,5,1,0,PublicTest
12935,5,1,0,PublicTest
12936,5,1,0,PublicTest
12937,5,1,0,PublicTest
12938,5,1,0,PublicTest
