Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
420,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
421,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
423,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
428,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
439,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
440,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
444,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
445,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
446,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
447,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
449,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
454,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
459,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
462,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
464,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
467,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
472,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
478,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
479,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
480,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
483,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
491,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
492,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
494,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
495,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
497,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
500,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
504,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
505,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
508,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
514,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
515,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
516,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3
517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
521,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
523,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
540,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
542,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
547,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
552,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
555,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
556,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
558,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
559,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
565,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
566,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
567,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
568,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
578,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
579,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
588,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
589,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
590,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
591,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
592,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
593,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
597,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
602,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
603,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4
604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
606,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
607,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
608,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
609,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
612,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
615,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
616,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
617,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
623,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
624,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
625,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
628,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
629,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
630,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
631,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
632,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
639,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
640,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
643,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
648,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
649,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
654,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
655,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
656,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
657,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
658,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
661,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
662,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
672,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
678,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
687,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
688,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
689,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
692,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4
701,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
702,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
706,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
707,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
708,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
709,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
710,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
713,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
722,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
726,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
728,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
729,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
730,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
731,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
733,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
734,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
740,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
745,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
746,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
747,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
748,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
749,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
750,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
754,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
759,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
760,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
762,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
763,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
764,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
769,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4
778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
782,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
785,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
786,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
787,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
788,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4
789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
790,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4
791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
797,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
798,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
799,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
804,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
807,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
810,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
