Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
3301,1,0,0,0,0,1,0,0,0,0,1,2
3302,1,0,1,0,0,0,0,0,0,0,0,2
3303,0,0,0,0,0,1,1,0,0,0,2,2
3304,1,0,0,0,1,1,0,0,0,0,2,3
3305,1,0,0,0,0,1,1,1,0,0,3,4
3306,1,0,0,0,0,0,0,0,0,0,0,1
3307,1,0,0,0,0,1,0,0,0,0,1,2
3308,1,0,0,0,1,0,0,0,0,0,1,2
3309,0,0,0,0,1,1,0,0,0,0,2,2
3310,1,0,0,0,0,1,0,0,0,0,1,2
3311,1,0,1,0,0,0,0,0,0,0,0,2
3312,1,1,0,0,0,0,0,0,0,0,0,2
3313,0,0,0,0,0,1,0,0,0,0,1,1
3314,1,0,0,0,0,1,0,0,0,0,1,2
3315,0,0,0,0,0,0,0,0,0,0,0,0
3316,1,0,0,0,0,0,0,1,0,0,1,2
3317,1,0,0,0,0,1,0,0,0,0,1,2
3318,1,0,1,0,0,1,1,1,0,0,3,5
3319,0,0,0,0,0,0,0,1,0,0,1,1
3320,1,0,0,0,1,0,0,0,0,0,1,2
3321,1,0,0,0,1,0,0,0,0,0,1,2
3322,0,0,0,0,1,0,0,1,0,0,2,2
3323,0,0,0,0,1,1,0,0,0,0,2,2
3324,1,0,0,0,1,1,0,0,0,0,2,3
3325,1,0,0,0,1,1,1,0,0,0,3,4
3326,1,1,1,0,0,0,0,1,0,0,1,4
3327,0,0,0,0,0,0,1,0,0,0,1,1
3328,0,0,0,0,1,0,1,0,0,0,2,2
3329,0,0,0,0,0,0,0,1,0,0,1,1
3330,0,1,1,0,1,0,0,0,0,0,1,3
3331,0,0,0,0,0,0,0,0,0,0,0,0
3332,0,0,0,0,0,0,0,0,0,0,0,0
3333,1,0,0,0,0,0,0,0,0,0,0,1
3334,1,0,0,0,0,1,0,1,0,0,2,3
3335,1,0,0,0,0,0,0,1,0,0,1,2
3336,0,0,0,0,0,0,1,0,0,0,1,1
3337,1,0,1,0,0,1,0,1,0,0,2,4
3338,1,0,1,0,1,1,0,0,0,0,2,4
3339,1,1,0,0,1,1,0,0,0,0,2,4
3340,0,0,0,0,1,1,0,0,0,0,2,2
3341,0,1,0,0,0,1,0,0,0,0,1,2
3342,1,0,1,0,0,0,0,0,0,0,0,2
3343,1,0,0,0,1,0,0,0,0,0,1,2
3344,1,0,1,0,0,0,1,1,0,0,2,4
3345,1,0,1,0,1,1,0,0,0,0,2,4
3346,0,0,1,0,0,1,0,0,0,0,1,2
3347,1,0,0,0,0,1,0,1,0,0,2,3
3348,0,1,0,0,1,0,0,0,0,0,1,2
3349,0,1,0,0,0,0,0,1,0,0,1,2
3350,1,0,0,0,1,1,0,0,0,0,2,3
3351,1,0,0,0,1,0,0,0,0,0,1,2
3352,1,0,0,0,0,1,0,1,0,0,2,3
3353,0,0,0,0,0,0,0,0,0,0,0,0
3354,0,0,0,0,0,1,0,0,0,0,1,1
3355,1,0,1,0,0,0,0,0,0,0,0,2
3356,1,0,0,0,0,1,0,0,0,0,1,2
3357,1,0,1,0,0,0,1,0,0,0,1,3
3358,1,0,1,0,0,1,0,1,0,0,2,4
3359,1,0,0,0,0,1,0,0,0,0,1,2
3360,1,0,0,0,0,1,0,0,0,0,1,2
3361,1,0,0,0,0,1,0,1,0,0,2,3
3362,1,0,0,0,1,1,0,0,0,0,2,3
3363,0,0,0,0,0,1,1,0,0,0,2,2
3364,1,0,1,0,0,0,1,1,0,0,2,4
3365,1,1,1,0,1,0,0,0,0,0,1,4
3366,0,0,0,0,0,0,0,0,0,0,0,0
3367,1,0,0,0,1,0,0,0,0,0,1,2
3368,0,0,0,0,1,0,0,0,0,0,1,1
3369,1,0,1,0,0,0,1,1,0,0,2,4
3370,0,0,0,0,0,0,0,0,0,0,0,0
3371,1,0,1,0,0,0,0,0,0,0,0,2
3372,1,0,0,0,0,0,0,0,0,0,0,1
3373,0,0,1,0,0,0,0,0,0,0,0,1
3374,0,1,0,0,0,0,0,0,0,0,0,1
3375,0,0,0,0,0,0,0,0,0,0,0,0
3376,1,0,0,0,0,0,0,0,0,0,0,1
3377,1,1,0,0,1,1,0,0,0,0,2,4
3378,0,1,0,0,1,0,0,0,0,0,1,2
3379,0,0,0,0,0,0,0,0,0,0,0,0
3380,1,0,0,0,0,1,0,0,0,0,1,2
3381,0,0,0,0,0,1,0,0,0,0,1,1
3382,0,1,1,0,1,0,0,1,0,0,2,4
3383,0,0,0,0,1,1,0,0,0,0,2,2
3384,0,0,0,0,0,0,0,1,0,0,1,1
3385,1,0,0,0,1,1,0,0,0,0,2,3
3386,0,0,0,0,0,0,0,0,0,0,0,0
3387,1,0,0,0,0,1,0,1,0,0,2,3
3388,0,0,0,0,0,1,0,1,0,0,2,2
3389,0,0,0,0,0,0,0,0,0,0,0,0
3390,0,0,0,0,0,0,0,0,0,0,0,0
3391,0,0,0,0,1,0,0,1,0,0,2,2
3392,0,0,0,0,1,0,0,0,0,0,1,1
3393,0,0,0,0,0,0,0,0,0,0,0,0
3394,0,0,0,0,1,0,0,0,0,0,1,1
3395,0,0,0,1,0,0,1,0,0,0,1,2
3396,1,0,0,0,1,0,0,0,0,0,1,2
3397,0,0,0,0,1,1,0,0,0,0,2,2
3398,1,0,0,0,0,1,1,0,0,0,2,3
3399,0,0,0,0,1,1,0,0,0,0,2,2
3400,1,0,0,0,0,1,0,0,0,0,1,2
3401,0,0,0,0,0,0,0,0,0,0,0,0
3402,1,0,0,0,1,1,0,0,0,0,2,3
3403,0,0,0,0,0,0,0,0,0,0,0,0
3404,0,0,0,0,0,1,0,0,0,0,1,1
3405,1,0,1,0,0,0,0,0,0,0,0,2
3406,1,0,1,0,0,0,0,0,0,0,0,2
3407,1,0,0,0,0,1,1,0,0,0,2,3
3408,0,0,0,0,0,1,0,0,0,0,1,1
3409,1,0,0,0,1,0,0,0,0,0,1,2
3410,1,0,1,0,1,0,0,0,0,0,1,3
3411,1,1,0,0,1,0,0,1,0,0,2,4
3412,1,0,0,0,1,0,0,0,0,0,1,2
3413,1,0,0,0,1,1,0,1,0,0,3,4
3414,1,0,0,0,0,0,0,1,0,0,1,2
3415,0,0,0,0,1,1,0,0,0,0,2,2
3416,1,1,0,0,0,0,1,0,0,0,1,3
3417,1,0,1,0,1,0,0,0,0,0,1,3
3418,0,0,0,0,0,1,0,0,0,0,1,1
3419,1,0,0,0,0,0,0,0,0,0,0,1
3420,0,0,0,0,0,0,0,0,0,0,0,0
3421,0,0,1,0,1,0,0,0,0,0,1,2
3422,0,0,0,0,0,1,1,1,0,0,3,3
3423,1,0,1,0,1,1,0,0,0,0,2,4
3424,0,0,0,0,1,0,0,0,0,0,1,1
3425,1,0,1,0,0,1,1,0,0,0,2,4
3426,0,0,0,0,0,0,0,0,0,0,0,0
3427,0,0,0,0,0,0,0,0,0,0,0,0
3428,1,0,0,0,1,0,0,0,0,0,1,2
3429,0,0,0,0,0,1,0,0,0,0,1,1
3430,1,1,0,0,0,1,0,1,0,0,2,4
3431,1,0,1,0,0,1,0,0,0,0,1,3
3432,0,0,0,0,0,0,0,0,0,0,0,0
3433,1,0,0,0,1,1,0,0,0,0,2,3
3434,1,0,0,0,0,1,1,1,0,0,3,4
3435,1,0,1,0,0,1,0,0,0,0,1,3
3436,0,0,0,0,0,0,0,0,0,0,0,0
3437,0,0,0,0,0,0,1,0,0,0,1,1
3438,1,0,1,0,0,1,0,0,0,0,1,3
3439,1,0,0,0,0,1,0,0,0,0,1,2
3440,1,0,0,0,1,1,0,0,0,0,2,3
3441,0,0,0,0,1,0,0,0,0,0,1,1
3442,1,0,0,0,0,1,0,0,0,0,1,2
3443,1,0,0,0,1,1,0,0,0,0,2,3
3444,1,0,0,0,1,1,0,0,0,0,2,3
3445,1,0,1,0,0,0,0,1,0,0,1,3
3446,0,0,0,0,0,0,0,0,0,0,0,0
3447,1,0,1,0,1,0,1,0,0,0,2,4
3448,1,0,0,0,0,0,0,0,0,0,0,1
3449,0,0,0,0,1,0,0,0,0,0,1,1
3450,0,0,0,0,1,1,0,0,0,0,2,2
3451,1,0,1,0,0,0,1,0,0,0,1,3
3452,0,0,0,0,0,0,0,0,0,0,0,0
3453,1,0,0,0,0,1,0,1,0,0,2,3
3454,0,0,0,0,0,0,0,0,0,0,0,0
3455,1,1,0,0,0,1,0,0,0,0,1,3
3456,1,0,0,0,0,1,0,0,0,0,1,2
3457,1,0,0,0,0,0,0,0,0,0,0,1
3458,1,0,1,0,0,0,0,0,0,0,0,2
3459,1,1,0,0,0,0,0,0,0,0,0,2
3460,1,0,1,0,0,1,1,0,0,0,2,4
3461,1,0,1,0,0,1,0,1,0,0,2,4
3462,1,0,0,0,0,0,0,0,0,0,0,1
3463,1,0,0,0,0,1,0,1,0,0,2,3
3464,1,0,0,0,1,1,0,0,0,0,2,3
3465,1,0,1,0,0,0,0,1,0,0,1,3
3466,1,0,0,0,1,0,0,0,0,0,1,2
3467,0,0,0,0,0,0,0,0,0,0,0,0
3468,1,0,1,0,0,0,0,0,0,0,0,2
3469,0,0,0,0,1,1,0,0,0,0,2,2
3470,0,0,0,0,1,0,0,1,0,0,2,2
3471,1,0,0,0,1,0,0,0,0,0,1,2
3472,1,0,1,0,0,0,0,0,0,0,0,2
3473,0,0,0,0,0,1,1,0,0,0,2,2
3474,1,0,0,0,1,1,0,0,0,0,2,3
3475,0,0,0,0,0,1,0,0,0,0,1,1
3476,1,0,0,0,0,1,0,0,0,0,1,2
3477,1,1,0,0,0,1,0,0,0,0,1,3
3478,0,1,0,0,0,1,0,1,0,0,2,3
3479,1,0,0,0,1,0,0,1,0,0,2,3
3480,0,0,0,0,0,0,0,1,0,0,1,1
3481,0,0,0,0,0,0,0,0,0,0,0,0
3482,1,0,0,0,1,1,0,0,0,0,2,3
3483,1,0,1,0,1,0,1,0,0,0,2,4
3484,1,0,1,0,0,0,0,0,0,0,0,2
3485,0,0,0,0,1,0,0,0,0,0,1,1
3486,1,0,0,0,0,0,0,0,0,0,0,1
3487,0,0,0,0,0,0,0,0,0,0,0,0
3488,0,0,0,0,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0,0,0,0,0
3490,1,0,0,0,0,1,0,0,0,0,1,2
3491,0,1,0,0,0,1,1,0,0,0,2,3
3492,0,0,0,0,0,1,0,0,0,0,1,1
3493,0,0,0,0,0,1,0,0,0,0,1,1
3494,0,0,0,0,1,0,0,0,0,0,1,1
3495,0,0,0,0,0,0,0,0,0,0,0,0
3496,1,1,1,0,0,1,0,1,0,0,2,5
3497,1,0,0,0,1,1,0,0,0,0,2,3
3498,0,0,0,0,1,1,0,0,0,0,2,2
3499,1,0,1,0,0,0,1,0,0,0,1,3
3500,1,0,0,0,1,0,0,0,0,0,1,2
3501,1,0,0,0,1,1,0,0,0,0,2,3
3502,1,0,1,0,0,0,0,0,0,0,0,2
3503,1,0,0,0,1,0,0,0,0,0,1,2
3504,1,0,1,0,0,0,0,0,0,0,0,2
3505,1,0,1,0,1,0,1,0,0,0,2,4
3506,1,0,1,1,0,1,0,0,0,0,1,4
3507,0,0,0,0,0,0,0,0,0,0,0,0
3508,1,0,0,0,0,0,1,0,0,0,1,2
3509,1,1,0,0,0,0,1,0,0,0,1,3
3510,0,0,0,0,0,0,0,1,0,0,1,1
3511,0,0,0,0,1,0,1,0,0,0,2,2
3512,0,0,0,0,0,0,0,1,0,0,1,1
3513,0,0,0,0,0,0,0,0,0,0,0,0
3514,1,0,1,0,1,0,0,1,0,0,2,4
3515,1,0,1,0,1,0,0,0,0,0,1,3
3516,0,1,0,0,0,0,1,0,0,0,1,2
3517,1,0,0,0,1,0,0,1,0,0,2,3
3518,1,0,1,0,0,0,0,1,0,0,1,3
3519,0,0,0,0,0,1,0,0,0,0,1,1
3520,0,0,1,0,0,0,0,0,0,0,0,1
3521,1,0,0,0,1,0,0,0,0,0,1,2
3522,0,0,0,0,0,0,0,0,0,0,0,0
3523,1,0,1,0,0,0,1,1,0,0,2,4
3524,0,0,1,0,0,1,0,0,0,0,1,2
3525,1,0,0,0,0,1,1,0,0,0,2,3
3526,1,0,0,0,0,0,0,1,0,0,1,2
3527,1,0,0,0,1,1,0,0,0,0,2,3
3528,1,0,0,0,0,1,1,1,0,0,3,4
3529,0,0,0,0,0,1,0,0,0,0,1,1
3530,1,0,1,0,0,0,0,0,0,0,0,2
3531,1,0,0,0,0,1,1,0,0,0,2,3
3532,1,1,1,0,1,0,0,0,0,0,1,4
3533,1,0,1,0,0,1,0,0,0,0,1,3
3534,0,1,0,0,0,0,0,0,0,0,0,1
3535,0,0,0,0,0,0,0,0,0,0,0,0
3536,1,0,0,0,0,0,0,1,0,0,1,2
3537,0,0,0,0,1,0,0,0,0,0,1,1
3538,0,0,0,0,0,0,0,0,0,0,0,0
3539,1,1,0,0,1,0,0,0,0,0,1,3
3540,0,0,0,0,1,1,0,0,0,0,2,2
3541,1,0,0,0,0,1,0,0,0,0,1,2
3542,1,0,0,0,0,0,0,0,0,0,0,1
3543,1,0,0,0,1,1,0,0,0,0,2,3
3544,1,0,1,0,1,1,0,0,0,0,2,4
3545,1,0,0,0,0,0,1,0,0,0,1,2
3546,0,0,0,0,0,0,0,0,0,0,0,0
3547,1,1,0,0,1,0,0,0,0,0,1,3
3548,1,0,0,0,1,0,1,1,0,0,3,4
3549,0,0,0,0,1,0,0,0,0,0,1,1
3550,1,0,0,0,1,0,0,0,0,0,1,2
3551,1,0,0,0,1,0,0,0,0,0,1,2
3552,1,0,0,0,0,0,0,1,0,0,1,2
3553,1,0,1,0,0,0,0,1,0,0,1,3
3554,0,0,0,0,1,0,0,0,0,0,1,1
3555,0,0,0,0,1,1,0,0,0,0,2,2
3556,1,0,0,0,1,0,0,0,0,0,1,2
3557,0,0,0,0,1,0,1,1,0,0,3,3
3558,0,0,0,0,0,0,0,0,0,0,0,0
3559,0,0,0,0,0,1,0,0,0,0,1,1
3560,0,0,0,0,0,0,0,0,0,0,0,0
3561,1,0,1,0,1,1,0,0,0,0,2,4
3562,1,0,0,0,0,1,0,0,0,0,1,2
3563,0,0,0,0,0,1,0,0,0,0,1,1
3564,1,0,0,0,1,0,0,0,0,0,1,2
3565,1,0,1,0,0,0,0,0,0,0,0,2
3566,0,0,0,0,0,0,1,0,0,0,1,1
3567,1,0,0,0,0,0,0,0,0,0,0,1
3568,0,0,1,0,0,1,0,0,0,0,1,2
3569,0,0,0,0,0,0,0,0,0,0,0,0
3570,1,0,0,0,0,1,0,0,0,0,1,2
3571,1,0,0,0,0,1,0,1,0,0,2,3
3572,1,0,0,0,1,0,0,0,0,0,1,2
3573,1,0,0,0,0,0,0,0,0,0,0,1
3574,1,0,0,0,0,0,1,0,0,0,1,2
3575,0,0,0,0,1,0,0,0,0,0,1,1
3576,1,0,1,0,0,1,0,0,0,0,1,3
3577,0,0,0,0,0,0,0,0,0,0,0,0
3578,0,0,0,0,0,1,0,0,0,0,1,1
3579,1,0,1,0,1,0,0,0,0,0,1,3
3580,1,0,0,0,1,0,0,0,0,0,1,2
3581,1,0,1,0,0,1,0,0,1,0,2,4
3582,1,1,0,0,1,0,0,0,0,0,1,3
3583,0,0,0,0,0,0,1,0,0,0,1,1
3584,1,0,0,0,1,0,1,0,0,0,2,3
3585,0,0,0,0,1,0,0,0,0,0,1,1
3586,1,1,0,0,0,1,0,0,0,0,1,3
3587,0,0,0,0,0,0,0,0,0,0,0,0
3588,0,0,0,0,1,0,0,0,0,0,1,1
3589,0,0,0,0,0,0,0,0,0,0,0,0
3590,1,0,0,0,1,1,0,0,0,0,2,3
3591,0,0,0,0,0,0,0,0,0,0,0,0
3592,0,0,0,0,0,1,0,0,0,0,1,1
3593,0,0,0,0,1,0,0,0,0,0,1,1
3594,1,0,0,0,0,1,0,0,0,0,1,2
3595,1,0,0,0,0,1,0,0,0,0,1,2
3596,1,0,0,0,0,1,1,0,0,0,2,3
3597,1,0,1,0,0,1,0,0,0,0,1,3
3598,1,0,0,0,1,1,0,0,0,0,2,3
3599,1,0,0,0,0,1,0,1,0,0,2,3
3600,0,0,0,0,0,0,0,0,0,0,0,0
3601,1,0,0,0,1,0,0,0,0,0,1,2
3602,1,0,1,0,0,1,0,1,0,0,2,4
3603,0,0,0,0,1,0,1,0,0,0,2,2
3604,1,0,0,0,0,1,0,1,0,0,2,3
3605,0,1,0,0,0,0,0,1,0,0,1,2
3606,1,0,1,0,0,0,1,0,0,0,1,3
3607,1,0,0,0,0,1,0,0,0,0,1,2
3608,0,0,0,0,0,0,0,0,0,0,0,0
3609,1,0,0,0,1,0,0,0,0,0,1,2
3610,1,0,0,0,1,0,1,0,0,0,2,3
3611,1,0,0,0,1,1,1,1,0,0,4,5
3612,0,0,1,0,0,0,0,0,0,0,0,1
3613,1,0,0,0,1,0,0,1,0,0,2,3
3614,0,0,1,0,0,0,0,0,0,0,0,1
3615,0,0,0,0,0,0,0,0,0,0,0,0
3616,1,1,0,0,0,0,0,0,0,0,0,2
3617,1,1,0,0,0,1,1,1,0,0,3,5
3618,0,0,0,0,0,0,1,0,0,0,1,1
3619,0,0,0,0,0,1,0,0,0,0,1,1
3620,1,0,0,0,0,1,0,1,0,0,2,3
3621,1,0,0,0,0,1,1,1,0,0,3,4
3622,1,0,0,0,0,1,1,0,0,0,2,3
3623,0,0,0,0,1,0,0,0,0,0,1,1
3624,1,1,0,0,0,0,1,0,0,0,1,3
3625,1,0,0,0,0,0,0,1,0,0,1,2
3626,1,0,1,0,0,1,0,0,0,0,1,3
3627,0,0,0,0,0,0,0,0,0,0,0,0
3628,1,0,0,0,1,1,1,1,0,0,4,5
3629,0,0,0,0,0,0,0,0,0,0,0,0
3630,1,0,0,0,0,1,0,0,0,0,1,2
3631,1,0,0,0,0,1,0,0,0,0,1,2
3632,1,0,0,0,1,0,0,0,0,0,1,2
3633,0,0,0,0,0,0,0,0,0,0,0,0
3634,1,0,0,0,0,0,1,1,0,0,2,3
3635,1,0,0,0,0,0,0,0,0,0,0,1
3636,0,0,0,0,1,0,0,0,0,0,1,1
3637,0,0,0,0,0,0,0,0,0,0,0,0
3638,1,0,1,0,0,0,1,0,0,0,1,3
3639,0,0,0,0,0,0,0,1,0,0,1,1
3640,1,0,0,0,0,0,0,0,0,0,0,1
3641,1,0,0,0,0,0,0,0,0,0,0,1
3642,1,0,0,0,0,1,1,0,0,0,2,3
3643,0,0,0,0,0,0,0,0,0,0,0,0
3644,0,0,0,0,1,0,0,0,0,0,1,1
3645,0,0,0,0,0,0,0,0,0,0,0,0
3646,1,0,0,0,1,0,0,0,0,0,1,2
3647,0,0,0,0,1,1,0,0,0,0,2,2
3648,0,0,0,0,1,0,0,0,0,0,1,1
3649,1,0,0,0,0,0,0,1,0,0,1,2
3650,1,0,0,0,0,1,0,1,0,0,2,3
3651,1,1,0,0,0,0,0,0,0,0,0,2
3652,0,0,0,0,0,1,0,0,0,0,1,1
3653,0,0,0,0,0,0,0,0,0,0,0,0
3654,0,0,0,0,0,0,0,0,0,0,0,0
3655,0,0,0,0,1,0,0,1,0,0,2,2
3656,0,0,0,0,0,0,0,0,0,0,0,0
3657,1,0,0,0,0,0,0,0,0,0,0,1
3658,1,0,1,0,0,1,0,0,0,0,1,3
3659,0,1,0,0,1,1,0,0,0,0,2,3
3660,1,0,0,0,0,1,0,0,0,0,1,2
3661,1,0,0,0,1,0,0,0,0,0,1,2
3662,1,0,1,0,0,1,0,0,0,0,1,3
3663,1,0,0,0,1,1,0,0,0,0,2,3
3664,0,0,0,0,0,1,1,0,0,0,2,2
3665,1,0,1,0,1,1,1,0,0,0,3,5
3666,0,0,0,0,1,0,0,0,0,0,1,1
3667,1,0,0,0,0,1,0,0,0,0,1,2
3668,0,0,0,0,0,1,0,1,0,0,2,2
3669,0,0,0,0,0,0,0,0,0,0,0,0
3670,1,0,1,0,0,1,0,1,0,0,2,4
3671,0,1,0,0,1,1,0,0,0,0,2,3
3672,1,0,0,0,0,1,0,0,0,0,1,2
3673,1,0,0,0,0,1,0,0,0,0,1,2
3674,0,0,0,0,1,1,0,0,0,0,2,2
3675,1,0,0,0,0,1,0,0,0,0,1,2
3676,1,0,0,0,0,0,0,0,0,0,0,1
3677,0,0,0,0,0,0,0,0,0,0,0,0
3678,0,0,0,0,0,0,0,1,0,0,1,1
3679,0,0,0,0,1,0,0,0,0,0,1,1
3680,1,0,0,0,0,0,0,0,0,0,0,1
3681,1,0,0,0,1,0,0,0,0,0,1,2
3682,0,0,0,0,1,0,0,0,0,0,1,1
3683,1,0,0,0,0,0,0,0,0,0,0,1
3684,0,0,0,0,1,0,0,0,0,0,1,1
3685,1,0,0,0,1,0,1,1,0,0,3,4
3686,0,1,0,0,0,0,0,1,0,0,1,2
3687,1,0,0,0,0,0,0,0,0,0,0,1
3688,1,0,0,0,1,0,0,1,0,0,2,3
3689,1,0,0,0,0,1,0,0,0,0,1,2
3690,1,0,0,0,0,1,1,0,0,0,2,3
3691,0,0,0,0,0,1,0,0,0,0,1,1
3692,0,0,0,0,1,0,0,1,0,0,2,2
3693,0,1,1,0,0,0,0,1,0,0,1,3
3694,1,0,1,0,0,1,0,1,0,0,2,4
3695,0,0,0,0,0,1,0,0,0,0,1,1
3696,0,0,0,0,0,0,0,0,0,0,0,0
3697,1,0,0,0,1,0,0,0,0,0,1,2
3698,1,0,1,0,0,1,0,0,0,0,1,3
3699,1,0,0,0,0,1,0,0,0,0,1,2
3700,0,0,0,0,1,0,0,0,0,0,1,1
3701,0,0,0,0,0,0,0,0,0,0,0,0
3702,0,0,0,0,1,1,0,0,0,0,2,2
3703,1,1,0,0,1,0,0,0,0,1,2,4
3704,0,1,0,0,0,1,1,1,0,0,3,4
3705,1,0,0,0,0,1,0,1,0,0,2,3
3706,1,0,1,0,0,1,0,0,0,0,1,3
3707,1,0,1,0,0,1,0,0,0,0,1,3
3708,1,0,1,0,0,1,0,1,0,0,2,4
3709,0,0,0,0,0,0,0,0,0,0,0,0
3710,1,0,0,0,0,1,0,0,0,0,1,2
3711,1,0,1,0,0,1,0,0,0,0,1,3
3712,1,0,1,0,1,0,0,0,0,0,1,3
3713,1,0,0,0,0,0,0,0,0,0,0,1
3714,0,0,0,0,0,0,0,0,0,0,0,0
3715,0,0,0,0,0,0,0,1,0,0,1,1
3716,1,0,0,0,1,0,0,0,0,0,1,2
3717,1,0,0,0,1,0,0,0,0,0,1,2
3718,1,0,0,0,1,1,0,0,0,0,2,3
3719,0,0,0,0,1,0,0,1,0,0,2,2
3720,1,0,0,0,1,0,0,0,0,0,1,2
3721,0,0,0,0,1,1,0,0,0,0,2,2
3722,0,1,0,0,0,1,0,0,0,0,1,2
3723,1,0,1,0,0,0,1,0,0,0,1,3
3724,1,0,0,0,0,1,1,0,0,0,2,3
3725,1,0,0,0,1,0,0,0,0,0,1,2
3726,0,0,0,0,1,1,0,0,0,0,2,2
3727,1,0,1,0,1,0,0,0,0,0,1,3
3728,1,0,0,0,1,0,0,1,0,0,2,3
3729,1,0,0,0,1,0,0,0,0,0,1,2
3730,1,0,0,0,1,0,0,0,0,0,1,2
3731,0,0,0,0,1,0,0,0,0,0,1,1
3732,0,0,0,0,0,1,0,0,0,0,1,1
3733,1,0,0,0,1,0,0,0,0,0,1,2
3734,1,1,0,0,1,0,0,0,0,0,1,3
3735,0,0,1,0,1,0,0,0,0,0,1,2
3736,0,0,0,0,0,0,0,1,0,0,1,1
3737,1,0,0,0,0,1,1,1,0,0,3,4
3738,1,0,0,0,0,0,0,0,0,0,0,1
3739,0,0,0,0,0,1,0,0,0,0,1,1
3740,1,0,0,0,1,1,0,0,0,0,2,3
3741,0,0,0,0,1,0,0,0,0,0,1,1
3742,1,0,0,0,1,0,0,0,0,0,1,2
3743,0,1,0,0,0,1,0,0,0,0,1,2
3744,0,0,0,1,0,1,0,0,0,0,1,2
3745,0,0,1,0,1,1,0,0,0,0,2,3
3746,1,0,0,0,1,1,0,0,0,0,2,3
3747,1,0,0,0,1,0,0,0,0,0,1,2
3748,1,1,1,0,0,1,1,0,0,0,2,5
3749,1,0,0,0,0,1,0,1,0,0,2,3
3750,0,0,0,0,0,0,0,0,0,0,0,0
3751,1,0,0,0,0,1,1,1,0,0,3,4
3752,0,0,0,0,0,0,0,0,0,0,0,0
3753,1,0,1,0,0,1,1,0,0,0,2,4
3754,1,0,0,0,1,0,0,0,0,0,1,2
3755,0,0,0,0,0,0,0,0,0,0,0,0
3756,0,0,0,0,1,0,0,0,0,0,1,1
3757,1,0,1,0,0,1,0,0,0,0,1,3
3758,0,1,0,0,0,1,0,0,0,0,1,2
3759,1,0,0,0,1,0,0,0,0,0,1,2
3760,0,0,0,0,0,0,0,0,0,0,0,0
3761,0,1,1,0,1,0,0,1,0,0,2,4
3762,0,1,0,0,1,1,0,0,0,0,2,3
3763,0,0,0,0,1,0,0,0,0,0,1,1
3764,1,0,0,0,0,0,0,0,0,0,0,1
3765,0,0,0,0,0,1,0,0,0,0,1,1
3766,0,0,0,0,1,0,0,0,0,0,1,1
3767,1,0,1,0,1,0,0,0,0,0,1,3
3768,1,0,1,0,1,0,0,1,0,0,2,4
3769,1,0,0,0,1,1,0,0,0,0,2,3
3770,1,0,0,0,1,0,0,0,0,0,1,2
3771,0,0,1,0,0,1,1,1,0,0,3,4
3772,0,0,0,0,0,0,0,0,0,0,0,0
3773,1,0,0,0,0,0,0,0,0,0,0,1
3774,0,0,0,0,0,0,0,0,0,0,0,0
3775,0,1,0,0,1,0,0,0,0,0,1,2
3776,0,0,0,0,0,1,0,1,0,0,2,2
3777,1,0,1,0,1,0,0,0,0,0,1,3
3778,1,0,0,0,0,1,0,0,0,0,1,2
3779,0,1,0,0,0,1,0,0,0,0,1,2
3780,1,0,0,0,0,0,0,1,0,0,1,2
3781,1,1,0,0,1,0,0,0,0,0,1,3
3782,1,0,0,0,1,1,1,0,0,0,3,4
3783,1,0,0,0,0,1,0,1,0,0,2,3
3784,0,0,1,0,0,1,0,0,0,0,1,2
3785,1,0,0,0,1,0,0,0,0,0,1,2
3786,1,0,1,0,0,1,0,1,0,0,2,4
3787,0,0,0,1,0,1,1,0,0,0,2,3
3788,1,0,0,0,0,1,0,0,0,0,1,2
3789,1,0,0,0,0,0,0,0,0,0,0,1
3790,1,0,1,0,1,0,1,0,0,0,2,4
3791,0,0,0,0,0,1,0,0,0,0,1,1
3792,1,0,0,0,1,0,0,0,0,0,1,2
3793,1,0,1,0,0,1,0,0,0,0,1,3
3794,1,0,0,0,0,1,0,0,0,0,1,2
3795,1,0,1,0,0,1,0,0,0,0,1,3
3796,1,0,0,0,0,0,1,1,0,0,2,3
3797,1,0,0,0,1,0,0,0,0,0,1,2
3798,0,0,0,0,0,1,0,1,0,0,2,2
3799,1,0,1,0,1,0,0,0,0,0,1,3
3800,1,0,0,0,0,1,0,0,0,0,1,2
3801,0,0,0,0,1,0,0,0,0,0,1,1
3802,1,0,0,0,0,1,1,1,0,0,3,4
3803,0,0,0,0,1,0,0,0,0,0,1,1
3804,1,0,0,0,0,1,0,1,0,0,2,3
3805,1,0,0,0,0,0,1,1,0,0,2,3
3806,0,0,0,0,0,0,0,0,0,0,0,0
3807,1,0,1,0,1,1,0,0,0,0,2,4
3808,1,0,1,1,0,1,1,0,0,0,2,5
3809,1,0,0,0,1,0,0,0,0,0,1,2
3810,0,0,0,0,0,0,0,0,0,0,0,0
3811,0,0,0,0,0,1,0,0,0,0,1,1
3812,1,0,0,0,1,0,0,0,0,0,1,2
3813,1,0,0,0,0,1,0,1,0,0,2,3
3814,0,0,0,0,0,0,0,0,0,0,0,0
3815,1,0,0,0,1,0,0,0,0,0,1,2
3816,1,0,0,0,1,0,0,0,0,0,1,2
